Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
ARCX,Arc Logistic Partners LP,13.35,$257.06M,2013,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/arcx
MT,ArcelorMittal,4.17,$6.9B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/mt
MTCN,ArcelorMittal,6.79,n/a,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/mtcn
ARH^C,Arch Capital Group Ltd.,26.41,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arh^c
ACI,Arch Coal Inc.,1.21,$25.76M,n/a,Energy,Coal Mining,http://www.nasdaq.com/symbol/aci
ADM,Archer-Daniels-Midland Company,35.41,$21.13B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/adm
AROC,Archrock Inc.,8.41,$584.04M,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/aroc
ARCO,Arcos Dorados Holdings Inc.,3.25,$684.25M,2011,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/arco
ASC,Ardmore Shipping Corporation,12.12,$316.44M,2013,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/asc
AFC,Ares Capital Corporation,25.6744,$205.4M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afc
ARU,Ares Capital Corporation,25.59,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aru
ACRE,Ares Commercial Real Estate Corporation,12.49,$357.33M,2012,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/acre
ARDC,Ares Dynamic Credit Allocation Fund Inc.,13.42,$230.37M,2012,n/a,n/a,http://www.nasdaq.com/symbol/ardc
ARES,Ares Management L.P.,13.62,$2.88B,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/ares
AGX,Argan Inc.,37.25,$551.06M,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/agx
ANET,Arista Networks Inc.,74.22,$5.03B,2014,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/anet
AI,Arlington Asset Investment Corp,13.21,$304.17M,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/ai
AIC,Arlington Asset Investment Corp,19.82,n/a,2015,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/aic
AIW,Arlington Asset Investment Corp,20,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/aiw
AHH,Armada Hoffler Properties Inc.,10.7,$283.77M,2013,Finance,Real Estate,http://www.nasdaq.com/symbol/ahh
ARR,ARMOUR Residential REIT Inc.,20.99,$836.2M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/arr
ARR^A,ARMOUR Residential REIT Inc.,22.87,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arr^a
ARR^B,ARMOUR Residential REIT Inc.,20.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arr^b
AWI,Armstrong World Industries Inc,48.39,$2.68B,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/awi
ARW,Arrow Electronics Inc.,56.72,$5.31B,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/arw
AJG,Arthur J. Gallagher & Co.,44.02,$7.78B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/ajg
APAM,Artisan Partners Asset Management Inc.,37.71,$2.77B,2013,Finance,Investment Managers,http://www.nasdaq.com/symbol/apam
ASA,ASA Gold and Precious Metals Limited,7.33,$141.4M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asa
ABG,Asbury Automotive Group Inc,73.17,$1.86B,2002,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/abg
AHP,Ashford Hospitality Prime Inc.,13.73,$390.91M,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ahp
AHT,Ashford Hospitality Trust Inc,6.38,$609.13M,2003,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aht
AHT^A,Ashford Hospitality Trust Inc,25.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^a
AHT^D,Ashford Hospitality Trust Inc,25.25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^d
AHT^E,Ashford Hospitality Trust Inc,25.77,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^e
ASH,Ashland Inc.,110.9,$7.41B,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/ash
APB,Asia Pacific Fund Inc. (The),10.26,$106.13M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/apb
GRR,Asia Tigers Fund Inc. (The),9.17,$32.37M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grr
ASPN,Aspen Aerogels Inc.,6.26,$144.65M,2014,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/aspn
AHL,Aspen Insurance Holdings Limited,50.61,$3.08B,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ahl
AHL^A,Aspen Insurance Holdings Limited,25.59,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahl^a
AHL^B,Aspen Insurance Holdings Limited,26.4684,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahl^b
AHL^C,Aspen Insurance Holdings Limited,25.46,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahl^c
ASB,Associated Banc-Corp,19.8,$2.98B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asb
ASB^B,Associated Banc-Corp,26.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asb^b
ASB^C,Associated Banc-Corp,25.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asb^c
AC,Associated Capital Group Inc.,34.48,$877.49M,2015,n/a,n/a,http://www.nasdaq.com/symbol/ac
AIZ,Assurant Inc.,86.81,$5.72B,2004,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/aiz
AGO,Assured Guaranty Ltd.,25.43,$3.59B,2004,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ago
AGO^B,Assured Guaranty Ltd.,25.6899,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^b
AGO^E,Assured Guaranty Ltd.,25.37,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^e
AGO^F,Assured Guaranty Ltd.,24.9445,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^f
AF,Astoria Financial Corporation,16.1,$1.62B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/af
AF^C,Astoria Financial Corporation,26.15,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/af^c
AZN,Astrazeneca PLC,33.99,$85.93B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/azn
T,AT&T Inc.,34.27,$210.83B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/t
ATTO,Atento S.A.,10.4,$765.64M,2014,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/atto
AT,Atlantic Power Corporation,1.95,$236.46M,n/a,Energy,Electric Utilities: Central,http://www.nasdaq.com/symbol/at
ATLS,Atlas Energy L.P.,0.89,$23.15M,2015,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/atls
ARP,Atlas Resource Partners L.P.,0.89,$90.92M,2005,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/arp
ARP^D,Atlas Resource Partners L.P.,5.8999,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arp^d
ARP^E,Atlas Resource Partners L.P.,7.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arp^e
ATO,Atmos Energy Corporation,61.98,$6.29B,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/ato
ATW,Atwood Oceanics Inc.,14.53,$939.42M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/atw
AUO,AU Optronics Corp,2.68,$2.58B,2002,Technology,Semiconductors,http://www.nasdaq.com/symbol/auo
ATHM,Autohome Inc.,30.75,$3.4B,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/athm
ALV,Autoliv Inc.,128.41,$11.31B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/alv
AN,AutoNation Inc.,63.17,$6.99B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/an
AZO,AutoZone Inc.,752.17,$22.93B,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/azo
AVB,AvalonBay Communities Inc.,179.03,$24.51B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/avb
ACP,Avenue Income Credit Strategies Fund,11.76,$153.75M,2011,n/a,n/a,http://www.nasdaq.com/symbol/acp
AVY,Avery Dennison Corporation,65.09,$5.93B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/avy
AVG,AVG Technologies N.V.,19.21,$1.01B,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/avg
AVH,Avianca Holdings S.A.,4.09,$509.71M,2013,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/avh
AVA,Avista Corporation,34.65,$2.16B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/ava
AV,Aviva plc,15.45,$22.79B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/av
AVV,Aviva plc,26.65,n/a,2011,Finance,Life Insurance,http://www.nasdaq.com/symbol/avv
AVT,Avnet Inc.,45.04,$5.95B,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/avt
AVOL,Avolon Holdings Limited,30.66,$2.48B,2014,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/avol
AVP,Avon Products Inc.,4.5,$1.96B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/avp
AVX,AVX Corporation,13.04,$2.19B,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/avx
AXTA,Axalta Coating Systems Ltd.,27.52,$6.55B,2014,Basic Industries,Paints/Coatings,http://www.nasdaq.com/symbol/axta
AXLL,Axiall Corporation,17.44,$1.23B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/axll
AXS,Axis Capital Holdings Limited,57.46,$5.54B,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/axs
AXS^C,Axis Capital Holdings Limited,26.41,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axs^c
AXS^D,Axis Capital Holdings Limited,24.86,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axs^d
AZUR,Azure Midstream Partners LP,2.6,$56.6M,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/azur
AZZ,AZZ Inc.,56.85,$1.47B,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/azz
BGS,B&G Foods Inc.,35.86,$2.08B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/bgs
BW,Babcock,19.39,$1.04B,2015,Capital Goods,Building Products,http://www.nasdaq.com/symbol/bw
MCI,Babson Capital Corporate Investors,17.06,$331.47M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mci
BGH,Babson Capital Global Short Duration High Yield Fund,16.6,$332.96M,2012,n/a,n/a,http://www.nasdaq.com/symbol/bgh
MPV,Babson Capital Participation Investors,13.7,$140.55M,1988,n/a,n/a,http://www.nasdaq.com/symbol/mpv
BMI,Badger Meter Inc.,59.59,$864.83M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bmi
BHI,Baker Hughes Incorporated,49.86,$21.74B,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/bhi
BBN,BalckRock Taxable Municipal Bond Trust,20.6301,$1.18B,2010,n/a,n/a,http://www.nasdaq.com/symbol/bbn
BLL,Ball Corporation,68.8,$9.38B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/bll
BGE^B,Baltimore Gas & Electric Company,25.79,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bge^b
BANC,Banc of California Inc.,14.56,$550.51M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banc
BANC^C,Banc of California Inc.,26.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banc^c
BANC^D,Banc of California Inc.,26.11,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banc^d
BOCA,Banc of California Inc.,25.83,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/boca
BBVA,Banco Bilbao Viscaya Argentaria S.A.,7.95,$50.62B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bbva
BBD,Banco Bradesco Sa,5.58,$28.07B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbd
BBDO,Banco Bradesco Sa,6.8,$34.2B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbdo
BCH,Banco De Chile,59.26,$9.49B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bch
BLX,Banco Latinoamericano de Comercio Exterior S.A.,26.77,$1.04B,1992,Finance,Commercial Banks,http://www.nasdaq.com/symbol/blx
BSBR,Banco Santander Brasil SA,4.12,$31.03B,2009,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bsbr
BSAC,Banco Santander Chile,18.02,$8.49B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bsac
SAN,Banco Santander S.A.,5.24,$75.02B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/san
SAN^A,Banco Santander S.A.,25.57,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^a
SAN^B,Banco Santander S.A.,22.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^b
SAN^C,Banco Santander S.A.,25.89,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^c
SAN^I,Banco Santander S.A.,25.44,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^i
CIB,BanColombia S.A.,24.76,$5.95B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/cib
BXS,BancorpSouth Inc.,25.72,$2.42B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bxs
BAC,Bank of America Corporation,17.54,$182.63B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac
BAC.WS.A,Bank of America Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac.ws.a
BAC.WS.B,Bank of America Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac.ws.b
BAC^D,Bank of America Corporation,25.35,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^d
BAC^E,Bank of America Corporation,21.78,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^e
BAC^I,Bank of America Corporation,26.84,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^i
BAC^L,Bank of America Corporation,1118.94,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^l
BAC^W,Bank of America Corporation,26.38,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac^w
BAC^Y,Bank of America Corporation,26.35,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac^y
BAC^Z,Bank of America Corporation,25.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^z
BML^G,Bank of America Corporation,18.64,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^g
BML^H,Bank of America Corporation,18.62,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^h
BML^I,Bank of America Corporation,25.48,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^i
BML^J,Bank of America Corporation,21.71,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^j
BML^L,Bank of America Corporation,21.3599,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^l
BOH,Bank of Hawaii Corporation,66.38,$2.87B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/boh
BMO,Bank Of Montreal,57.84,$37.17B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bmo
BK,Bank Of New York Mellon Corporation (The),43.59,$47.64B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bk
BK^C,Bank Of New York Mellon Corporation (The),25.55,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bk^c
BNS,Bank of Nova Scotia (The),42.93,$51.64B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bns
RATE,Bankrate Inc.,14.04,$1.4B,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/rate
BKU,BankUnited Inc.,37.64,$3.9B,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bku
BCS,Barclays PLC,13.69,$57.44B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bcs
BCS^,Barclays PLC,25.69,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bcs^
BCS^A,Barclays PLC,25.73,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bcs^a
BCS^C,Barclays PLC,26.19,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bcs^c
BCS^D,Barclays PLC,26.35,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bcs^d
BNED,Barnes & Noble Education Inc,12.8,$616.92M,2015,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bned
BKS,Barnes & Noble Inc.,9.42,$718.41M,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bks
B,Barnes Group Inc.,37.36,$2.05B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/b
CUDA,Barracuda Networks Inc.,17.72,$945.84M,2013,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/cuda
ABX,Barrick Gold Corporation,7.69,$8.96B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/abx
BAS,Basic Energy Services Inc.,3.07,$130.82M,2005,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/bas
BXLT,Baxalta Incorporated,35.73,$24.24B,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bxlt
BAX,Baxter International Inc.,37.73,$20.64B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bax
BTE,Baytex Energy Corp,3.24,$681.26M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bte
BBT,BB&T Corporation,38.7,$30.19B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbt
BBT^D,BB&T Corporation,26.06,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^d
BBT^E,BB&T Corporation,25.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^e
BBT^F,BB&T Corporation,24.98,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^f
BBT^G,BB&T Corporation,25.07,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^g
BFR,BBVA Banco Frances S.A.,19.82,$3.55B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bfr
BBX,BBX Capital Corporation,16.6,$272.14M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bbx
BCE,BCE Inc.,41.91,$35.62B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/bce
TZF,Bear Stearns Depositor Inc.,90,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/tzf
BZH,Beazer Homes USA Inc.,13.18,$430.47M,1994,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/bzh
BDX,Becton Dickinson and Company,153.62,$32.37B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bdx
BDC,Belden Inc,57.24,$2.4B,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/bdc
BXE,Bellatrix Exploration Ltd,1.26,$241.87M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bxe
BEL,Belmond Ltd.,9.44,$1.14B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/bel
BMS,Bemis Company Inc.,46.19,$4.43B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/bms
BHE,Benchmark Electronics Inc.,21.19,$1.07B,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/bhe
BRK.A,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/brk.a
BRK.B,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/brk.b
BHLB,Berkshire Hills Bancorp Inc.,29.66,$918.94M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/bhlb
BBY,Best Buy Co. Inc.,30.91,$10.65B,n/a,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/bby
BGCA,BGC Partners Inc.,26.61,n/a,2012,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/bgca
BHP,BHP Billiton Limited,25.51,$40.97B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/bhp
BBL,BHP Billiton plc,23.12,$61.51B,n/a,Energy,Coal Mining,http://www.nasdaq.com/symbol/bbl
BIG,Big Lots Inc.,40.21,$1.99B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/big
BH,Biglari Holdings Inc.,365.03,$754.4M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bh
BBG,Bill Barrett Corporation,4.81,$240.31M,2004,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bbg
BIOA,BioAmber Inc.,6.49,$167.82M,2013,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/bioa
BIOA.WS,BioAmber Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bioa.ws
BMR,Biomed Realty Trust,23.51,$4.78B,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/bmr
BIO,Bio-Rad Laboratories Inc.,137.8,$4.04B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/bio
BIO.B,Bio-Rad Laboratories Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bio.b
BITA,Bitauto Holdings Limited,25.02,$1.58B,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/bita
BKH,Black Hills Corporation,41.55,$1.86B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/bkh
BKHU,Black Hills Corporation,50.58,n/a,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/bkhu
BKFS,Black Knight Financial Services Inc.,34.35,$5.25B,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bkfs
BSM,Black Stone Minerals L.P.,13.83,$2.64B,2015,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bsm
BJZ,Blackrock California Municipal 2018 Term Trust,14.9799,$96.37M,2001,n/a,n/a,http://www.nasdaq.com/symbol/bjz
BFZ,BlackRock California Municipal Income Trust,15.55,$495.64M,2001,n/a,n/a,http://www.nasdaq.com/symbol/bfz
CII,Blackrock Capital and Income Strategies Fund Inc,14.47,$638.44M,2004,n/a,n/a,http://www.nasdaq.com/symbol/cii
BHK,Blackrock Core Bond Trust,12.72,$343.97M,2001,n/a,n/a,http://www.nasdaq.com/symbol/bhk
HYT,Blackrock Corporate High Yield Fund Inc.,9.93,$351.7M,2003,n/a,n/a,http://www.nasdaq.com/symbol/hyt
BTZ,BlackRock Credit Allocation Income Trust,12.27,$1.33B,2006,n/a,n/a,http://www.nasdaq.com/symbol/btz
DSU,Blackrock Debt Strategies Fund Inc.,3.34,$362.13M,1998,n/a,n/a,http://www.nasdaq.com/symbol/dsu
BHL,Blackrock Defined Opportunity Credit Trust,13.15,$118.93M,2008,n/a,n/a,http://www.nasdaq.com/symbol/bhl
BGR,BlackRock Energy and Resources Trust,13.48,$401.25M,2004,n/a,n/a,http://www.nasdaq.com/symbol/bgr
BDJ,Blackrock Enhanced Equity Dividend Trust,7.56,$1.36B,2005,n/a,n/a,http://www.nasdaq.com/symbol/bdj
EGF,Blackrock Enhanced Government Fund Inc,13.52,$133.84M,2005,n/a,n/a,http://www.nasdaq.com/symbol/egf
FRA,Blackrock Floating Rate Income Strategies Fund Inc,12.65,$470.99M,2003,n/a,n/a,http://www.nasdaq.com/symbol/fra
BFO,Blackrock Florida Municipal 2020 Term Trust,14.925,$83.01M,2003,n/a,n/a,http://www.nasdaq.com/symbol/bfo
